target,source,cosine_similarity,dialect
كل تصرفات الحيوانات الغريبة ... لابد أنك رأيت شيء كهذا من قبل ، أليس كذلك ؟,اللي الحيوانات بتعمله ده غريب أوي... أنا متأكد إنك شوفت حاجه زي دي قبل كده صح؟,0.8458705,Egyptian
- انتظر حتى ترى ذلك.,سيبيني الاحظ,0.8458138,Egyptian
هل كل الأطباء يتصفون بالدقة الشديدة أم أنه أنت فقط؟,هل كل الدكاترة بيكونوا دقيقين زي ما انت دقيق كده ولا إيه؟,0.8457985,Egyptian
أنا لمْ أفعل ما تقولين .,أنا مش قولت اللي بتقوليه,0.84574926,Egyptian
لم أذهب لسنوات,أنا مش شايفه من فترة,0.8457146,Egyptian
"سحنا, لقد سكرت وقلت لأبى اننى حامل.",صحنا، اتسحنت وقلت لبابا إني حامل,0.84569037,Egyptian
بدأت تبدو كأنك تهتم بي,اتهيّا ولّا عايزه أشعرك إنّي لاقي تجاهك إهتمام,0.845679,Egyptian
انا ذاهب الى وضع لكم بعيدا.,اوعى تخلينى احرمك,0.8456789,Egyptian
نعم بالطبع أنا قادم,-طبعاً أنا تمام,0.84565747,Egyptian
مهما يكن إذا كنت نسيت أن أهنئك دعني أهنئك الآن,لو نسيت أقولك ألف مبروك .. ألف مبروك دلوقتي,0.8456496,Egyptian
حسناً، سنراكِ غداً في الساعة 12 ظهراً إذاً,-متنساش غداك,0.8456468,Egyptian
-ذلك كان رائعاً يارجل !,مشكووووووووووووووور,0.84564286,Egyptian
اللعنة هل أحد منكم سمع ما قال ؟,سمعت اللي قلته؟,0.8456238,Egyptian
كيف يمكنك أن تعرف هذا الرجل؟,ازاى عرفت اسمى؟,0.84560716,Egyptian
-ستقومون ببيعه !,- قولتلك متبيعش,0.84559643,Egyptian
لقد قام الله بالكثير من الاخطاء,كان الله بيعمل كتير من الأغلاط,0.84559196,Egyptian
-هلا أخبرتنى ماذا يحدث؟,- إيه اللي حصل؟,0.8455876,Egyptian
انا وانت في الخارج الآن,خرجوا الرقبا لاقيين انت هنا,0.84554285,Egyptian
والجحيم، أن شقيق تملك التسمية!,وقول الجحيم دة أن الشقيق ليه حق في التسمية!,0.84553677,Egyptian
هل أنت متأكد من أن هذا عمل الشرطة؟,ليه ما راحش الشرطة؟,0.84553075,Egyptian
"أتذكّر, كنت أفترض العودة إلى البيت؟",امتي هقدر ارجع البيت تاني؟,0.84552777,Egyptian
كل شيء سيكون بخير,تمام، كل حاجه هتكون تمام,0.8455223,Egyptian
"اغلب الاوقات , اجد من الصعوبة التواجد معك بنفس الغرفة",معظم الأوقات، باحس  بصعوبة اني اقعد معاك في نفس الأوضه,0.8454992,Egyptian
- ونظرة، والجميع يعرف ذلك.,- وبصرة، وكل الناس عارفة بكدة.,0.8454869,Egyptian
هذه حقاً كانت فكرة ممتازة سيد (كراب).,بالفعل كان هيفضل يكرة فكرة حلوة,0.84545773,Egyptian
-أريدك أن تمسكي به فحسب,عاوزاك تمسكيه بس,0.84540474,Egyptian
الشخص الوحيد المسئول عنه هو أنت,إنتِ مش الوحيدة,0.8453615,Egyptian
هل ذكرت أني إكتشفت أن لديه زوجــة؟,قلت اني عرفت انه متجوز؟,0.8453536,Egyptian
- لدي العديد من أغراض الشرطة-,- عندي حاجات كتير للبوليس,0.8453278,Egyptian
نتمنّى أن يمكنهم عمل معجزة اخرى.,يا رب يقدروا يعملوا معجزة تاني.,0.8453273,Egyptian
نحن نفعل ما علينا فعله.,علينا أن نفعلها علشان نبقى سوا,0.84529245,Egyptian
-وماذا قد نفعل غير ذلك؟,- ايه تاني اللي ممكن نعملو؟,0.84525746,Egyptian
"-(نعم , كيف أعود الى (نيويورك",- (أيوه، إزاي أرجع تاني ل نيويورك؟,0.8452554,Egyptian
يجب ان أذهب الى الحمام.,عاوز أدخل الحمام,0.8452545,Egyptian
آسف يا سيدي، لم ندرك أنّك هنا,أنا آسف إذا فهمت تنسيقنا غلط,0.84525275,Egyptian
-قريب جداً . أمر مُضحك، لقد رأيتُ سيّارتك في الموقف، وكنتُ قادماً لإيجادك.,سيّارتكِ اتسرقت شاكك عارف رايحه فين,0.8452316,Egyptian
ربما انها تريد لك لتعلم شيء.,يمكن انها عايزاك تتعلم حاجة .,0.8452282,Egyptian
وإلا حوض السمك سيكون أفضل,والا حوض السمك هيطلع احسن,0.84522146,Egyptian
ارفع يديك للأعلى وأنخفض للأرض ببطء,رن ايدك ل فوق و انزل براحتك عالارض,0.8452157,Egyptian
مثلكِ تماما، يا لها من مصادفة مضحكة نوعا ما.,دي مضحكة، أنا عارف تقولي كدا,0.8451809,Egyptian
لقد قطعوا منزل الشجرة الخاص بنا,هما قطعوا أوضة الشجر بتاعتنا,0.84516627,Egyptian
حَسَناً ، سَأَراك عندما أَرْجعُ للبيت لاحقاً,هلا رجعتي البيت دلوقتي؟,0.8451589,Egyptian
يجب أن أجد الإجابة,لازم ألاقى الإجابة,0.8451572,Egyptian
والآن أخرج من هنا قبل أن يراك أحد,انتَ، اتحرك من هنا.,0.84513617,Egyptian
شكراً جزيلاً- لقد كان ذلك مذهلاً-,مشكووووووووووووووور,0.845112,Egyptian
و يجب ان تدفع للمشي في شارعي,ولا بدلك تمشي في شوارعي تدفع,0.845111,Egyptian
إن أبي وزير الدفاع، بحق السماء,يا بابا وزير الدفاع، والله العظيم,0.84510684,Egyptian
ما لا تنساه هو شرطي فقد حياته,اللى ما بتنساهوش هوا شرطي قتلته,0.8450811,Egyptian
أجل ، أجل ، أجل أعطني القليل من ذلك ، أجل,حاضر، ولو جزء منه، جيه في إيه,0.8450783,Egyptian
و ماذا عن ركضك يوم تم اعتقالك ؟,و ايه اخبار جريتك يوم القبض عليك ؟,0.8450719,Egyptian
"حسناً, لكن ماذا سنفعله حقاً؟",طيب، ما هي خطوتنا القادمة؟,0.84504896,Egyptian
عليّ أن أبتعد عنك,خليك بس بعيد عن طريقي,0.8450414,Egyptian
.. دعيني القي نظرة,سيبيني الاحظ,0.84500235,Egyptian
"أجل , هذا ما أتحدث عنه يا رجل",-مُنى، ماكنتش قصدي كده,0.84499854,Egyptian
أنّي أجلس هناك لوحدي لأن والدي تأخر، اللعنة.,أنا قاعد هنا لوحدي عشان أبويا اتأخر يا واطي,0.8449948,Egyptian
-ربما أرادنا أن نجده,بنحاول نكتشف هو عايز ايه,0.8449698,Egyptian
حاولت دائما أن أحزر كيف كانت حياتك لكن كان هناك دائما جزء منك لم أستطع أن أقترب منه,دائما كنت بحاول اخمن حياتك ازاى بس كان دايما في جزء منك مستعصى عليا,0.8449594,Egyptian
أعتقد أنك وصلت إلى هاتف رجل مهم جداً,أنا فاهمك بتقول انك دخلت علي تليفون حد مهم قوي,0.84493804,Egyptian
مهلا،أوجدتك أمك؟,كنت عاوز أقابل أمك,0.8449336,Egyptian
-لا أعلم عن ماذا تتحدث .,أنا مش عارف أعمـل إيه.,0.8449186,Egyptian
"الجدوى من ذلك هو, أنّك إذا ماكنت تريد مغفرتهم, سيغفرون لك في النهاية.",لكن اللي عايز اعملو هو المسامحة,0.8449116,Egyptian
لقد نظرتُ في عينيه,بصيت في عنيه,0.8449079,Egyptian
"لو هي وجدته, لكانت أخبرت محاميها.",لو هي لاقيته، كانت قالت لمحاميها.,0.84490144,Egyptian
إليك ما أحتاجُ منكَ القيام به...,إسمعي، كل حاجة هتحتاجيها أو هتعملها أنا جنبك، حسناً؟,0.8448951,Egyptian
مساء الخير، أيها السيدات والسادة الصحافةِ... وشكراً جزيلاً على المجيئ.,بحب أشكركم على حضوركم النهارده وبشكر بعض منكم حضر خصيصا,0.8448924,Egyptian
أعلم أنه يصعب تقبل هذا لكنني آسف، هذا صحيح,بجد؟ أنا آسف بس الظروف دي صعبة أوي,0.8448906,Egyptian
بحقّ الجحيم ما هل تتحدّث عنه؟,ما تخدش وش؟,0.8448543,Egyptian
أنت أفضل أن تكون جيدة لها، بيلي.,انت احسن تكون كويس ليها يا بيلى,0.8448404,Egyptian
منزلي مليئ بهم اليوم,بيتي ملان بيهم النهارده,0.84483594,Egyptian
-آسف، أحبكِ !,بحبك - وبحبك,0.84482205,Egyptian
بالتأكيد.. كمسيحي صالح يمكنك أن ترى ذلك.,طبعا قد ما إنت مسيحي مؤمن تفتكر كده,0.8448174,Egyptian
وأتأسف لهذا، لذا، إذا كنت تشاهد (دان),أنا أسف يا (دين - (أعرف انك كده يا (سام -,0.844813,Egyptian
"انظر, هناك عند الشجرة",-انتو ( وجيس) عندكو شجرة؟,0.84476596,Egyptian
انها نكتة مضحكة لو كنت في عمر الخمسة سنوات توقف,كان ده مضحك يمكن مرة وحده، من حوالى خمس سنين,0.84476596,Egyptian
ابي ارجوك تذكر لابد انه يوجد قانون,أنا بقى طلب منك متنساش .. لازم يكون فيه قانون,0.84476244,Egyptian
لقد فكرت بما قلته يا أبي، ربما كنت مُبالغة بحمايته,"أنا فكرت في اللي قويه يا أبويا, يمكن كنت مبالغة في حمايته",0.84475815,Egyptian
لكن الحياة الحقيقية كانت تبحث عني،,لكن أنا عرفت إنها دي مش حياتي الحقيقية,0.84475213,Egyptian
أو أنك تعرف شيئاً لا أعرفه ؟,متقولليش إنك ماعرفتش؟,0.8447224,Egyptian
-سأذهب لأفعل ذلك من جديد .,أنا راجع,0.8447218,Egyptian
اخرجني من هنا، اخرجني الآن يجب أن أخرج من هنا,يلا بينا نمشي من هنا، حالا!,0.8446953,Egyptian
يمكن هذا إلذي نحتاجه,... لو حد حصلنا حاجة عايزك تعرفي,0.8446944,Egyptian
قالت أنها أعدت والديها و أنك مدعو للعشاء,قالت أنها عِدت أهلها و أنك مدعو العشا,0.84467244,Egyptian
عندي حياة ، تعلم ذالك,عندي حياة اتعلمها,0.84465307,Egyptian
،عد بدرّاجتك للمنزل سأتصل بالجميع,،روح بالبسكليتة للبيت هكلم الكل,0.84459805,Egyptian
بربك، هذا من الأخطاء التي قد تدمّر حياتك,متعمليش غلطه هتندمي عليها طول عمرك,0.84459025,Egyptian
"حسنا , هذا ما أردت أن أتحدث عنه",لازم تكلم عن الموضوع ده.,0.8445817,Egyptian
هل ترى شيئاً في عيني ؟,فينك شايفة حاجة في عيني؟,0.84457266,Egyptian
"لقد رأيت رقمك للتو, كما تعلم أنت لست في إجازة هناك ؟",أنا لسه شايف رقمك ومش عارف إنتا مابتجيش إجازات بقالك كام يوم؟,0.84454846,Egyptian
عليكَ أن تكون صريحاً معنا، علينا أن نكون قادرين على الوثوق بكَ,بتعرفين لما قولتي المهم نكون صادقين مع بعض,0.84453297,Egyptian
لا أعلم ما فعلوه ولكنهم فعلوا شيئاً.,ما أعرفش عملوا ايه، بس عملوا حاجة,0.84453046,Egyptian
"حسناً, هيا أسرعوا انهم هناك",-حاضر، يلا، بسرعة.,0.8444994,Egyptian
تَعْرفُ بأنّني لا أَستطيعُ أعْمَلُ ذلك.,أنا مش قادر على كده,0.844491,Egyptian
لكن هناك بَعْض الأجزاءِ المضحكةِ، وأنا أُشجّعُك حقاً للسُخْرِية مِنْ الأجزاءِ المضحكةِ، حسناً؟,بس قوليلي هيبقى مضحك ازاي،,0.8444809,Egyptian
انا اسفه للكذب عليك كل هذا الوقت,أنا آسف إني بقولك كده,0.8444376,Egyptian
ربما حان الوقت لإنهاء هذا,دلوقتي مفيش وقت كتير، يلا نخلص بس.,0.84443414,Egyptian
ثمّ سَيكون عِنْدَنا كأس ذلك عالم القهوةِ اللانهائيِ في مكانِي?,و بعدين هيكون عندنا فينان دا عالم القهوة الأبدي و الإمكانية في مكاني,0.8444081,Egyptian
هل يمكنك الاتصال بشخص من أجلي؟,اتصل بيا لو محتاجني,0.84439224,Egyptian
علي الذهاب لافتح الحانة شيء من العمل الحقيقي,أعمل في البار حاجة شغلانة حقيقية,0.84437096,Egyptian
لماذا تعتقد أنك ستسجن؟,ليه بتفتكر انك هتتسجن؟,0.8443655,Egyptian
