,src_lang,src_text,HARM_CATEGORY_SEXUALLY_EXPLICIT,HARM_CATEGORY_HATE_SPEECH,HARM_CATEGORY_HARASSMENT,HARM_CATEGORY_DANGEROUS_CONTENT
2156,Modern Standard Arabic,مهلا، مهلا، ما الذي تفعله؟,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
2157,Modern Standard Arabic,لقد التقيت بالرجال أسوأ من (هنري),NEGLIGIBLE,MEDIUM,HIGH,NEGLIGIBLE
2158,Modern Standard Arabic,أذا أقدمت هذه الفتاة على الأنتحار من الممكن أن تقع المسؤولية على عاتقك,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,MEDIUM
2159,Modern Standard Arabic,عندما يضع يده عليكِ ، فانه يضع يده على إنجلترا.,LOW,LOW,MEDIUM,MEDIUM
2160,Modern Standard Arabic,أريدك أن تذهبين إلى المستشفى وتأتين ببعض الملفات لي.,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE,MEDIUM
2161,Modern Standard Arabic,وسيأتي الوقت، يا حبيبي...,,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
2162,Modern Standard Arabic,لكن إذا ُقاومُتي، أنا لَنْ أَتوقّفَ حتى تموتي.,NEGLIGIBLE,NEGLIGIBLE,LOW,MEDIUM
2163,Modern Standard Arabic,أسوء جزء هو معرفة أنّ الجميع يسخرون منّي.,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
2164,Modern Standard Arabic,هل يمكنك ان تعذريني للحظة؟,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
2165,Modern Standard Arabic,هؤلاء المتطرفون لن يكونوا سعداء إلى أن يعيدوا العالم كله إلى عصور الظلام.,NEGLIGIBLE,MEDIUM,HIGH,LOW
2166,Modern Standard Arabic,أنت ولا شئ فى هذا العالم بدونى يا رجل,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
2167,Modern Standard Arabic,-سيكون علينا فعل ذلك بأنفسنا,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,LOW
2168,Modern Standard Arabic,سبب للعيش ، كما يعنيه,NEGLIGIBLE,LOW,MEDIUM,NEGLIGIBLE
2169,Modern Standard Arabic,حسناً، واضح أنّ هذا يقع بخانة الكذب الأحمق والذي يبدو مألوفاً لكِ من خلال ما أخبرتينا به حول حادث الدراجة,NEGLIGIBLE,NEGLIGIBLE,HIGH,NEGLIGIBLE
2170,Modern Standard Arabic,أعتقد أنهم يريدوا أن يأكلوني,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
2171,Modern Standard Arabic,إني فقط متضايقة أن الأمور آلت على هذا النحو بسبب أفكارك الغبية,NEGLIGIBLE,NEGLIGIBLE,HIGH,NEGLIGIBLE
2172,Modern Standard Arabic,- أتقول أن النساء لا يستطيعون قرأة الخرائط ؟,NEGLIGIBLE,HIGH,MEDIUM,NEGLIGIBLE
2173,Modern Standard Arabic,أنت الوحيد الذي يمكنني اللجوء إليه,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
2174,Modern Standard Arabic,الثروة يمكن أن تكون بلا قيمة إن لم يكن لديك أحد تتشاركينها معه,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
2175,Modern Standard Arabic,- لا اقصد التقليل من شأن الاميركيين -,NEGLIGIBLE,MEDIUM,MEDIUM,NEGLIGIBLE
2176,Modern Standard Arabic,"حسناً, من الرائع مقابلتك أخيرا لقد سمعت عنك الكثير",HIGH,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
2177,Modern Standard Arabic,- أنتم أرسلتوه لي,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
2178,Modern Standard Arabic,اعلم انك تكرهين الانتظار,NEGLIGIBLE,LOW,MEDIUM,NEGLIGIBLE
2179,Modern Standard Arabic,... من المستحيل أن رجل كهذا,NEGLIGIBLE,MEDIUM,MEDIUM,NEGLIGIBLE
2180,Modern Standard Arabic,مخاطرة رؤية كم من الممكن أن أكون سعيداً,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE,MEDIUM
2181,Modern Standard Arabic,-أعتقد أنّ عليك المُغادرة الآن .,NEGLIGIBLE,NEGLIGIBLE,LOW,MEDIUM
2182,Modern Standard Arabic,نحن نظن أن الناس الصامتين هم مستمعون جيدون.,NEGLIGIBLE,LOW,MEDIUM,NEGLIGIBLE
2183,Modern Standard Arabic,! هذا أغبى شيئ سمعته على الإطلاق,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
2184,Modern Standard Arabic,يجب أن تعترفي، هذا مكان عبقريّ لإرتكاب جريمة قتل.,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,MEDIUM
2185,Modern Standard Arabic,وداعاً يا أعزائي وأحبائي لطالما كنتم بجانبي ، سأشتاق إليكم,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
2186,Modern Standard Arabic,حسناً ، هم لا يردون قتلنا,NEGLIGIBLE,LOW,LOW,MEDIUM
2187,Modern Standard Arabic,،تلعب أريني خاصتك لأريك خاصتي ، أليس كذلك؟,HIGH,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
2188,Modern Standard Arabic,والتي قتلت تقريباً كل رجالك,NEGLIGIBLE,LOW,MEDIUM,HIGH
2189,Modern Standard Arabic,يافتاة ، ألا تفهمين التركية على الأطلاق ؟,NEGLIGIBLE,MEDIUM,MEDIUM,NEGLIGIBLE
2190,Modern Standard Arabic,.دعنا نضع حيوانات ميتة عليك.,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,HIGH
2191,Modern Standard Arabic,-أين المكالمة اللعينة ؟,MEDIUM,LOW,LOW,NEGLIGIBLE
2192,Modern Standard Arabic,اذهبوا استيلاء على وسادة، ودعونا نخرج من هنا.,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,HIGH
2193,Modern Standard Arabic,حسنا، اخرج من هناك,NEGLIGIBLE,LOW,MEDIUM,HIGH
2194,Modern Standard Arabic,- البندقية التى ضَربتَه بها.,NEGLIGIBLE,NEGLIGIBLE,LOW,MEDIUM
2195,Modern Standard Arabic,الآن، على الرغم من، دعنا نذهب وتدقيق من خلال الانقاض للعثور على البطل الخاص بك.,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,MEDIUM
2196,Modern Standard Arabic,"أنا أكره تشاد , انا اكره كل دقيقة غبيه كنت مهووسة به",NEGLIGIBLE,LOW,HIGH,NEGLIGIBLE
2197,Modern Standard Arabic,مضى عشر سنوات من تهديدك لي واليوم التالي تتقدم لخطبتي مجددا,MEDIUM,NEGLIGIBLE,LOW,LOW
2198,Modern Standard Arabic,سننقلك إلى السرير,NEGLIGIBLE,NEGLIGIBLE,LOW,MEDIUM
2199,Modern Standard Arabic,لقد قضينا اياما افضل.,HIGH,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
2200,Modern Standard Arabic,سأكون خارج اي سجن ستضعني فيه في الساعة 3,NEGLIGIBLE,NEGLIGIBLE,LOW,MEDIUM
2201,Modern Standard Arabic,الآن، يجب أن نغادر - لنذهب -,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE,MEDIUM
2202,Modern Standard Arabic,وقعي على أوراق الطلاق أيتها المغفلة,NEGLIGIBLE,NEGLIGIBLE,HIGH,NEGLIGIBLE
2203,Modern Standard Arabic,أردت أن أتأكد أنكِ تدركين أنه ممرضك.,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
2204,Modern Standard Arabic,يمكننا أن نشعل فيهم النار.,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,HIGH
2205,Modern Standard Arabic,"سيدي الشرطي, هل من الممكن أن تضع سلاحك جانباً أنت تجعل الجميع عصبيين.",NEGLIGIBLE,NEGLIGIBLE,MEDIUM,MEDIUM
2206,Modern Standard Arabic,لانني اعرف انه يحبك,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
2207,Modern Standard Arabic,"،أعنيّ , بأن تخرجَ مع فتيّاتٍ بموعد",MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
2208,Modern Standard Arabic,خذ الجثة إلى الطابق العلوي، هلا فعلت؟,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE,MEDIUM
2209,Modern Standard Arabic,نعم، لقد قضينا يوم رائع,HIGH,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
2210,Modern Standard Arabic,لكن كل ما تهتم به هو المطعم الغبي وهو سبب موافقتي على القدوم إلى هنا,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
2211,Modern Standard Arabic,كان ... كان وحيدا مع جوديث تلك الليلة يجلس غير بعيد من سريرها.,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
2212,Modern Standard Arabic,نعم، كان الأمر نوعاً ما سيء لأنها كانت قبلتي الأولى.,HIGH,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
2213,Modern Standard Arabic,بإمكانك قتلي، ورغم ذلك ستموتون جميعًا.,NEGLIGIBLE,NEGLIGIBLE,HIGH,HIGH
2214,Modern Standard Arabic,وجهي في الأخبار ووالدكِ لن يدعني أرى الكلبة التي تحمل صغاري,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
2215,Modern Standard Arabic,تودين مني الذهاب والحديث معها؟,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
2216,Modern Standard Arabic,"إذا لم تتركني, سأقتلك بنفسي",NEGLIGIBLE,NEGLIGIBLE,MEDIUM,HIGH
2217,Modern Standard Arabic,و أود أن آخذك معي,HIGH,NEGLIGIBLE,NEGLIGIBLE,LOW
2218,Modern Standard Arabic,ذلك اللّعين قتل ابني!,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,MEDIUM
2219,Modern Standard Arabic,أوه، أجل لأجل اللهِ، تَبْدو سيئاً.,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
2220,Modern Standard Arabic,لابد أن نخرج من هنا,NEGLIGIBLE,LOW,MEDIUM,HIGH
2221,Modern Standard Arabic,قل له أني قتلتُ زوجتي!,,NEGLIGIBLE,MEDIUM,MEDIUM
2222,Modern Standard Arabic,أصابعها البغيضه الغريبه على خصوصياتى,MEDIUM,NEGLIGIBLE,LOW,NEGLIGIBLE
2223,Modern Standard Arabic,ألقِ بالمفاتيح خارج النافذة,NEGLIGIBLE,NEGLIGIBLE,LOW,MEDIUM
2224,Modern Standard Arabic,لقد أطلقت النار عليه برصاصة حقيقية,NEGLIGIBLE,NEGLIGIBLE,LOW,HIGH
2225,Modern Standard Arabic,يمكننا يمكننا التقابل هناك لو تريدين ذلك,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
2226,Modern Standard Arabic,أعتقد أنه يريد أن يقبلك,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
2227,Modern Standard Arabic,لكن جعلك تعرض علي النقود ثمناً للذين ملئت جثثهم أفريقيا هو شيء منحط جداً,NEGLIGIBLE,MEDIUM,MEDIUM,MEDIUM
2228,Modern Standard Arabic,ماذا أفعل؟ ماذا أفعل مع الطفلة؟,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
2229,Modern Standard Arabic,وبعدها أفكر في النوم معه,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
2230,Modern Standard Arabic,"أنتظروا , ليس هناك غرفة سيدات",NEGLIGIBLE,MEDIUM,LOW,NEGLIGIBLE
2231,Modern Standard Arabic,لقد أرادتني أن أحضر لها ساعتها,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
2232,Modern Standard Arabic,المسيحية سخيفة لكن على الأقل فهناك شيء تصدقه,NEGLIGIBLE,MEDIUM,LOW,NEGLIGIBLE
2233,Modern Standard Arabic,وسأعود في خلال دقيقة. ما الذي تفعلينه؟,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
2234,Modern Standard Arabic,سيقتلونك ولن اسمح بحدوث ذلك,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,HIGH
2235,Modern Standard Arabic,أشعر بالعنف بداخلك.,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,LOW
2236,Modern Standard Arabic,السياسة قتلت والدك و ستقتلك,NEGLIGIBLE,NEGLIGIBLE,HIGH,HIGH
2237,Modern Standard Arabic,أنا وأنت شريكان,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
2238,Modern Standard Arabic,هذا لن يحدّد الحقيقة فقط سيتسبب بمقتل شخص ما,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE,MEDIUM
2239,Modern Standard Arabic,للتو جعلتيني وملايين من المراهقين نرمي كتابك باشمئزاز,NEGLIGIBLE,NEGLIGIBLE,HIGH,NEGLIGIBLE
2240,Modern Standard Arabic,"كنت أشحنه بالغضب بأنها مع رجل آخر حتى يغتاظ بغيرته,و بعدها أقول له أين كانت",MEDIUM,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
2241,Modern Standard Arabic,إنه يريدك أن تنجب أطفالآ,,LOW,MEDIUM,HIGH
2242,Modern Standard Arabic,"ما يهم هو بعد كسب هذه الحرب, كلنا في طريقنا للوطن لنحيا حياة صحية وطويلة",NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE,MEDIUM
2243,Modern Standard Arabic,أيمكنك الأقتراب أكثر ؟,HIGH,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
2244,Modern Standard Arabic,أريدكِ أن تأتى لمقابلتي خارج المدينة,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,LOW
2245,Modern Standard Arabic,ماذا لو هم اخذوا ما كان بداخله ووضعوة بداخلى,LOW,NEGLIGIBLE,NEGLIGIBLE,MEDIUM
2246,Modern Standard Arabic,من يود سرقة هذه الخردة؟,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE,HIGH
2247,Modern Standard Arabic,"الان ادخلي, و اجلبي أمك لاني اذا رأيت الرجال الذي هو معها",MEDIUM,NEGLIGIBLE,LOW,LOW
2248,Modern Standard Arabic,أنا إلهة عبيدي هذا ما يريدونه,HIGH,LOW,NEGLIGIBLE,NEGLIGIBLE
2249,Modern Standard Arabic,وقلت لك يجب أن تهربي,NEGLIGIBLE,LOW,MEDIUM,HIGH
2250,Modern Standard Arabic,اشربي من كوب الحب,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
2251,Modern Standard Arabic,إذا بقوا، فسوف يتمّ قتلهم,NEGLIGIBLE,MEDIUM,MEDIUM,HIGH
2252,Modern Standard Arabic,(علي أن أذهب لرؤيتها يا (فرانك,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
2253,Modern Standard Arabic,حسناً، هل سأصطحبك حينها؟,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
2254,Modern Standard Arabic,إذاً سيكون عليك أن تسافر لثلاثة أميال جنوب هذا المكان,NEGLIGIBLE,NEGLIGIBLE,LOW,MEDIUM
2255,Modern Standard Arabic,اسحب مسدسك امام كل هؤلاء الناس الموجودة هنا,NEGLIGIBLE,LOW,MEDIUM,HIGH
2256,Modern Standard Arabic,الرجل الذي لا يمارس الرياضة ليس برجل حقيقي. أليس كذلك؟,NEGLIGIBLE,MEDIUM,MEDIUM,NEGLIGIBLE
2257,Modern Standard Arabic,ما إذا لم يكن رجل جيد، ويريد فقط أن تجد ضعفنا؟,NEGLIGIBLE,LOW,MEDIUM,NEGLIGIBLE
2258,Modern Standard Arabic,معظمهم لا يعرفون في الأمر,NEGLIGIBLE,MEDIUM,MEDIUM,NEGLIGIBLE
2259,Modern Standard Arabic,بحق الله، إننا نحاول أن نحد من الإغتصاب.,MEDIUM,NEGLIGIBLE,LOW,LOW
2260,Modern Standard Arabic,أنا لا أرى المستقبل كل ما أراه أنَّكَ هو أنَّكَ متشابك من الداخل وأنّي أجرب فرصي معك,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
2261,Modern Standard Arabic,مهلا، هل تقومين بشيئ الآن ؟,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
2262,Modern Standard Arabic,أحتاج منكِ أن تفتحي الباب الآن!,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE,MEDIUM
2263,Modern Standard Arabic,يجبُ أن أتوّقف عن التفكير في الجنس.,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
2264,Modern Standard Arabic,من الواضح أنك لا تشاهد أفلاماً بالقدر الكافي,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
2265,Modern Standard Arabic,أنت تكذب أستطيع أن أرى ذلك في عينيك,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
2266,Modern Standard Arabic,-أريد ذاك الشيء خارج أنفكِ,HIGH,NEGLIGIBLE,NEGLIGIBLE,LOW
2267,Modern Standard Arabic,وتصفني بالوحش,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
2268,Modern Standard Arabic,أيها السيدان، نحن مستعدون لاستقبالكما الآن,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
2269,Modern Standard Arabic,مرة واحدة فتاة طلبت مني لخلع قميصها، كان ردي، موافق، حسنا.,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
2270,Modern Standard Arabic,انهما فقاعتان التصقتا مع بعض,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
2271,Modern Standard Arabic,اشتقت إلى الحضور إلى هذا النوع من المناسبات وكنت أتمنى أن تتحمسي أكثر لوجودي هنا,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
2272,Modern Standard Arabic,إنه يحاول حملك على نشر الغاز وسط المدنيين,NEGLIGIBLE,LOW,MEDIUM,HIGH
2273,Modern Standard Arabic,علينا إجراء تقييم أساسي وأخذ بعض الدماء منكم قبل أن ندعكم تذهبون,NEGLIGIBLE,NEGLIGIBLE,LOW,MEDIUM
2274,Modern Standard Arabic,بصفة شخصية، أود ان تعطيها لزوجتكَ,HIGH,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
2275,Modern Standard Arabic,حتى وبعد ان اعطيتك إياه سأعطيكِ إياه,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
2276,Modern Standard Arabic,يجب أن نخرج من هنا الآن، تباً,LOW,LOW,HIGH,LOW
2277,Modern Standard Arabic,أترى، لم أكن أكذب عندما أخبرتك بأنني أريد أن أبقيك خارج السجن,LOW,NEGLIGIBLE,MEDIUM,LOW
2278,Modern Standard Arabic,ليس أكثر من قتل والدتكَ.,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,HIGH
2279,Modern Standard Arabic,لا ياعزيزي دعني أساعدك,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
2280,Modern Standard Arabic,انا لا استحق ان اكون شقيقته,NEGLIGIBLE,MEDIUM,HIGH,NEGLIGIBLE
2281,Modern Standard Arabic,إذا هذا يعني الحرب,,NEGLIGIBLE,NEGLIGIBLE,MEDIUM
2282,Modern Standard Arabic,-أريدكِ أن تصبحي زوجتي,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
2283,Modern Standard Arabic,- ♪ تعال الحب لي مرة أخرى ♪,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
2284,Modern Standard Arabic,",قلنا لهم أنك تشرح الأمور . عن الجنس",MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
2285,Modern Standard Arabic,أتعرف ماذا سترى إذا شربت هذا القرف ؟,MEDIUM,NEGLIGIBLE,MEDIUM,LOW
2286,Modern Standard Arabic,-اصمت (دان)، اصمت,NEGLIGIBLE,NEGLIGIBLE,HIGH,NEGLIGIBLE
2287,Modern Standard Arabic,وأنت تاجر الهيروين الذي يحمل المنتج,NEGLIGIBLE,NEGLIGIBLE,LOW,MEDIUM
2288,Modern Standard Arabic,إنه عليكِ أن تغادري البلدة,NEGLIGIBLE,NEGLIGIBLE,LOW,MEDIUM
2289,Modern Standard Arabic,أنت لا تتحدث الإسبانية وتعتقد أنهم لا يتحدثون الإنجليزية,NEGLIGIBLE,HIGH,MEDIUM,NEGLIGIBLE
2290,Modern Standard Arabic,انا أكره اليهود بقدر ما تعمل أنت,NEGLIGIBLE,HIGH,HIGH,NEGLIGIBLE
2291,Modern Standard Arabic,لماذا تكرهون الناس السود؟,NEGLIGIBLE,MEDIUM,NEGLIGIBLE,NEGLIGIBLE
2292,Modern Standard Arabic,علينا أن نجد بديلاً,NEGLIGIBLE,MEDIUM,MEDIUM,LOW
2293,Modern Standard Arabic,الجراحة أيضا مكلفة بشكل لا يصدق,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE,MEDIUM
2294,Modern Standard Arabic,استمتع فقط ، اتصل بي عندما تنتهي,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
2295,Modern Standard Arabic,لو كانت لديه مشاعر تجاهك سيكرهك بسببها,MEDIUM,NEGLIGIBLE,LOW,NEGLIGIBLE
2296,Modern Standard Arabic,وهذا هو عندما نخسر جميعا لك.,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
2297,Modern Standard Arabic,خط الجبهة حيث يجب أن يكون الجنود.,NEGLIGIBLE,LOW,NEGLIGIBLE,MEDIUM
2298,Modern Standard Arabic,ضعي يديك حيث أستطيع رؤيتهما!,HIGH,NEGLIGIBLE,NEGLIGIBLE,LOW
2299,Modern Standard Arabic,الناس لايستحقون جوائز كثيرة,NEGLIGIBLE,HIGH,HIGH,NEGLIGIBLE
2300,Modern Standard Arabic,فما بدأ على أنه جزء من الربيع العربي تحول إلى صراع عنيف حتى الموت بين بشار الأسد وخصومه,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,LOW
2301,Modern Standard Arabic,قالوا بأنني قد طعنته بالسكين لكنني لا أتذكر ذلك,NEGLIGIBLE,NEGLIGIBLE,LOW,MEDIUM
2302,Modern Standard Arabic,يمكنني الحصول عليهم بثمن رخيص من أجلك وأجلبهم هنا أيضا إذا أحببتي.,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,MEDIUM
2303,Modern Standard Arabic,هيا بنا لدينا حريق,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE,MEDIUM
2304,Modern Standard Arabic,كان لديهم نوع من القتال والآن...,NEGLIGIBLE,NEGLIGIBLE,HIGH,NEGLIGIBLE
2305,Modern Standard Arabic,كان علي ان اقاتل اكثر من اجلها,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE,MEDIUM
2306,Modern Standard Arabic,أفضل مِنْ تلك القُمامةِ البيضاءِ التى تَجيءُ مِنْها.,NEGLIGIBLE,MEDIUM,HIGH,NEGLIGIBLE
2307,Modern Standard Arabic,اتركني ، أريد أن أموت ، أريد أن أموت,NEGLIGIBLE,NEGLIGIBLE,LOW,MEDIUM
2308,Modern Standard Arabic,"لا يمكنك قتله, لا يجب أن يموت.",NEGLIGIBLE,NEGLIGIBLE,LOW,MEDIUM
2309,Modern Standard Arabic,لا أستطيع تركك حتى لو حاولت لقد تخليت عن حياتي من أجلك,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,MEDIUM
2310,Modern Standard Arabic,إن هذا لا يجعلك غنية أو يجلب لك الفتيات,LOW,MEDIUM,LOW,NEGLIGIBLE
2311,Modern Standard Arabic,لماذا يظن الجميع دائما إننى مجنونة؟,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
2312,Modern Standard Arabic,توقّف عن الإشارة إلى الولد بالسلاح,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE,MEDIUM
2313,Modern Standard Arabic,لا يمكنني إنقاذه، سيموت معك,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,MEDIUM
2314,Modern Standard Arabic,"حسناً, هيا أسرعوا انهم هناك",NEGLIGIBLE,MEDIUM,LOW,MEDIUM
2315,Modern Standard Arabic,أريد رؤية السجين 2675,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE,MEDIUM
2316,Modern Standard Arabic,لديكَ أعداءٌ في كل مكان هنالك هجومٌ قادم,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,MEDIUM
2317,Modern Standard Arabic,قلت لنا للحصول على استعداد للقتال ويمكنني الآن.,LOW,NEGLIGIBLE,LOW,MEDIUM
2318,Modern Standard Arabic,ولهذا كان عليك قتله.,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,HIGH
