original,translation,cosine_similarity
لتهب نفسك تماما لمجموعة من المبادىء الاخلاقية لتنشد الهدوء لعقلك ولاتقان استخدام السيف,حط نفسك تماما في مجموعة من المبادئ الخلقية علشان تفضل مطمئن البال وماهر في استخدام السيف,0.9085825
وربما كنت تريدين ذلك السكر ، أليس كذلك؟,وممكن تكوني عاوزة السكر دا يمّه,0.8499758
إن كان ثمّة ما عليك إخباري به، فالآن هو الوقت المناسب لذلك,لو فيه حاجة عايز تقولها، دلوقتي هو الوقت,0.8698822
ماذا بحق الجحيم يعني ذلك؟,إيه يعني إزاي يعني؟,0.7447278
بعد 18 سنة من المعارضة... أفتخر بالوقوف أمامكم كرئيس الوزراء الجديد... لبلادنا,بعد 18 سنة من المعارضة... افتخر الوقوف قدامكم كرئيس وزراء جديد... لبلدنا,0.9768183
أريدها أن تعجب بي كما هي معجبة بـفورد.,هي بتاعت المثالية دي بتاعتي أنا,0.66518855
يمكننا تبدأ عندما يحصل أخيك هنا.,آه، تعال يا أخي، أنا مدينلك,0.695544
أنا قد لا تكون 22، ولكن أنا وأبوس]؛ م لا امرأة الفيل.,أنا عمري ما عرفت طول عمري علي ما أظن,0.7386
سأتذكره لوقتٍ طويل للغاية,وماتسابنيش أنسى ده أبدًا,0.6856499
هل سنرى بعضنا غداً؟,هنقدر نتقابل على العشا؟,0.7851707
تريد أن تثير مشاكل.. أليس كذلك؟,بس انتي بتبصي على ايه؟,0.76264596
هو كَانَ مرّتي الأولى أيضاً.,لا لا ده أول مرة,0.8514564
أحبك أيضاً,واحنا بحبك.,0.9502137
أيمكنني إصطحابكَ للعشاء في وقتٍ ما؟,- أهلا، هل هتنضمي معانا عشا ولا ايه,0.8595979
ساعات أو أيام كل ما يُطلب من مجلس الشيوخ,او ايام كل ما يطلب من مجلس النواب,0.82011396
"رائع , هذا ما أردت سماعه",ده اللي جيت أقولك عليه..,0.81719345
ستستعيد حياتك أخيراً,معرفتش انك رجعت تاني,0.78746265
كل ما أراده هو مجموعة من الخيول,لكن ده كتير على الحصان,0.68298626
"دجاجة كاملة , تماماً كما قلت",مافيش فيها لحمة، صح؟,0.70354056
أعني، إنّها الوحيدة بالنّسبة إليَّ.,يعني هي الوحيدة بالنسبة ليا,0.93068385
لقد كانت هذه غرفتها لقد كانت هنا,دى قالتله يقابها هنا,0.75845253
لأننى ظننت أنك قتلتنى,ميهمنش أنك تقدر تقتلني,0.89745116
"حسنا, في هذه الحالة تستطيعين الحصول عليهم...",حاضر، لو انك هتفضل اكتر,0.8126449
أنا لا أريد أن أكون حولك,إني مش هسمح لحاجة تحصلك,0.78099436
سأقتلكما الإثنان إن لم تسمحي لي بذلك,لا، بالله من فضلك متقتلنيش,0.80557054
هيا ، ستكون ظريفة و أنا سأبدأ,حلو، وهلا نبدأ شغل جد,0.8352071
لماذا سوف تحصلين على الطلاق ؟,متأسفة على تكرار السؤال، لكن زي ما أنت عارف الطلاق بيخلي الواحد تفكير مبعثر,0.8089284
-إنها عن الحب وتغلبه على كل العقبات,-دى عن الحب وانتصاره على كل العوايق,0.8731619
على كل حال، استمع سوف اتصل بك غداً,-متنساش غداك,0.82244146
تعلم إنهم يسجلون هذه المكالمات أليس كذلك ؟,هما هنعرفك,0.712595
تلك المشاعر تحتضنك,المشاعر ديّ بتحت عليك,0.93859506
أنا فقط قلت يا رفاق أن حتى تتمكن من شأنه أن يترك ذلك المكان.,بس خلي لك و قت كفايه مع ده,0.8020531
و هي تلجأ إليك، تثقُ بك.,بص في نفسي انها بتثق فيك,0.94210136
لقد وعدتُ (جوزيف) بأن لن أحاول مُجدداً، بأن أنا أمنحه الوقت.,وعدته اني مش هخليك تفوت من وشي أبداً.,0.67703164
لكنه أزعج كثيرا من الناس,مفيش حته في كل ده مش هتحبه,0.7564562
أتعلم، لديَّ صديقة.,أنا فاهم، ماشى هى مش عارفة أنا مين كويس,0.7393116
أنها ليلة الغد أظنُ أنكِ يجبُ أن تأتي وتقرأي شيئاً,جد، متقدرش تطلعوا ليلة تاني، لأ، متطلعواش النهاردة,0.7680794
نخب مارتن الخنزير السمين الثري,توست مارتن الخنزير الدسم الغني,0.9379658
لكن بعض منا، خصوصاً انا، نوَدُّ أَنْ نشتري لك شرابْ ونصافحْكَ.,بس بعضنا وبآخص أنا بنحب نشتريلك شربة ونسلم عليَك.,0.9425842
لقد خلدنا الى النوم في الغابة مع الفيلة,حلمنا اننا بينام في الغابة مع الفيلة,0.9244933
لقد كانت داخل وجهي,محّدش كان جمبي,0.7995545
في كل الافلام السيئة قالوا... ...,في كل الأفلام السيئة قالوا...,0.99079555
هل تتسائلين إذا ما كُنْتِ قد إتخذت القرار الصائب ؟,بتسألي نفسك هل اخدتي القرار الصح ولا لأ؟,0.9416338
تعلمين ، ليس عليكِ أن تعطيني أيّ شيء في الواقع ، أفضّل إذا لم تفعلي ذلك,إني مش هسمح لحاجة تحصلك,0.79805624
ماذا عن المال الذي معك؟,إزاى كده إنتى عملتيه؟,0.77748626
انظر انا سوف احضر السياره. اوك؟,سيارتك الخاصة وصلت تعالى نطلع,0.8419948
نعم ، أعلم حسنا ، سأقابلك هناك,هقابلك هناك,0.8857349
ولكان بإمكان الجميع الخروج، والآن نحن عالقين حقاً.,إحنا خارجين اللحظة دي,0.8070093
أنا فخورة به.,أنا فخورة بيه.,0.99396634
وضعته في جيب قميصي لكي أسجل له,حطيتُه في جيب قميسي عشان أسجل عليه,0.925437
أتذكر هؤلاء الجوالون البريطانيون الذين قتلوا هناك الصيف الماضي,حصلت مجزرة و ماتوا ناس,0.6874663
هو يعتقد بأن العالم ملكك.,هو بيفتكر ان الدنيا ملكك.,0.9011233
أنا سعيد لسماعى هذا,عندي أخبار حلوة,0.81664616
هذا واجبنا ، آجل هذاواجبنا.,دة واجبنا يا جماعة ودي واجبنا,0.8531484
عندنا خط جوي جيد، لكن الأوكسجين لا يستطيع الوصول إلى دمّها.,عندنا خط جوى كويس، بس الأوكسجين مش بيوصل لدمها.,0.9119698
القتال والألم هما ما يكوّنان شخصيّتي,المعارك والألم هما اللي بيكونوا شخصيتي,0.9409306
كلهم يكذبون عن من هو المسؤول عن الهجمات ؟,بتقول كده مؤامرة؟,0.6450793
إلتقيت به في نفس اليوم الذي جئت فيه لزيارتك بالمستشفى,قابلتو فى نفس اليوم اللى جيت ليه مستشفى بيزورك,0.91039675
تلك كانت آخر رحلة قمت بها مع أبي,الرحلة دي كانت آخر رحلة طلعتها مع أبويا,0.82948893
هل تعلم من انا؟,عايزة تعرف مين أنا؟,0.97722054
هذه نهاية أول درس في الفرنسية الحوارية لغة الحب,على مزيكا رومانسية و ناس فرنسية,0.70763445
لا... لكن يمكنك أن تدخلني.,متدخلش.. بس ممكن تدخلني انت.,0.8935771
"- والداك ليسا هنا, اليس كذلك?",على العموم! مش هاسيبكم هنا!,0.75084084
كلاّ، ما الذي ستفعله؟,ازاي هتخطط لعمل ده؟,0.7842205
. يجب أن يتعلم كيف يتكلم أمام السيدات,لازم يتعلم ازاي يكلم الستات,0.65598446
كنت لأبقى معكم لفترة أطول ولكن تلك الريح تدفعني بعيداً,بس ف الوقت دا كنت باخطط للبقى,0.698789
أَو هَل هو يلعب الغولفِ أَو بفريقِ رياضي؟,ولا هو بيلعب جولف ولا فى فريق رياضى,0.6929475
ما يقومون به هناك نستطيع فعله هنا,اللى بيتعمل هناك احنا نقدر نعملو هنا,0.8066007
لهذا السبب ستقومون قتل الأبرياء,القتل طبع البشر,0.76541495
مرحباَ نعم، لقد أطلقوا النار على شرطي للتو,يلا اطلبي البوليس,0.74883795
ربما شخصيته الوقحة بداية جيدة,هو مش لابس جزمة النهارده كويس.,0.78090286
- ما الذي ستفعله حيال ذلك؟,- ما عملتش حاجة-,0.74286216
بعد مجيئنا إلى تايوان، أصابه سرطان المعدة و توفي,بئعد ما جبنا تايوان، جاله سرطان المعدة و مات,0.8749862
كلاّ، بل قالت بأنّها لا تعرف متى سيحين ذلك ولكن قد يكون ذلك قريباً,أنا بس مش متأكد هقولهالها إيه,0.74441975
بل انهم يبيعون الإعلام بنسبة 15% كحد أقصى,بس هم كمان بيبيعوا الاعلام بنسبة %15 على الاكثر,0.9729644
شكراً، لنذهب ونقوم بتنظيفك.,-علي بس التنظيف,0.8486212
أمي ، لقد كنت قلق بشأنك.,انى قلقان على امك,0.9534441
-مالذي تفعله هنا بحق الجحيم؟,-ما تخش هنا أصلاً ؟,0.940789
هل سأخبرك كيف ندفع الإيجار؟,ههقولك ازاي بدفع الايجار؟,0.8929024
"لاتتأخر, هو يكره التأخير",لأ.. لا لا تتصل بابوك.. هو مش طايقني,0.67551655
حسنا سنحتاج لسيارة اسعاف حالا,يا استاذنا لازم نطلب إسعاف دلوقتي,0.8206281
.آسف - .صباح الخير، جاك -,- .صباح الورد يا جاك - معلش,0.7999444
هل تستطيع رجاءً عدم الصراخ على السيدة التي ستحضر طعامنا؟,لو سمحت متزعقش على الست اللي هتجب لنا الأكل,0.7759991
ماذا عن زوجة الرجل الذى قتلته؟,-إنتي لسة متأكدة إنه راجلها هو اللي قتله؟,0.78605366
حسناً، لنبدأ بـإعتذار شديد بشأن تصرفاتي عندما كنا معاً.,معلش علي تصرفي امبارح و بحس اني لازم اعتذر,0.8311826
لا تأتى إلى غرفتى ثانية,عايز تمنعني اقفله الباب ده وارمي المפתח برّه,0.7294022
أتصلت بك لأني أتسائل,مقلتش لأهلي ان حضرتك الي كنت بتتصل,0.89319307
ما عليّ فهمه أن ذلك التغيير ليس خياراً,ما عليا افهمه ان التغيير ده مش اختيار,0.8985344
-الناس سيقولون كان عندك محامي جيد,إنت بتنسى قد إيه أنت محامي ناجح,0.81486326
وبدون وجود الجثة لم يتمكنوا من إكمال التحقيق بصفة تحقيق في جريمة قتل,ولولا وجود الجثة لم تمكنوا من إكمال التحقيق بصفة تحقيق فى جريمة قتل,0.8705213
